"Country","Year","Month","Variable","Value"
"Kyrgyzstan",2010,2,"Industrial production annual percent change",87
"Kyrgyzstan",2010,2,"Unemployment rate percent",2.7
"Kyrgyzstan",2010,3,"Economic growth percent change in quarterly real GDP",17.27
"Kyrgyzstan",2010,3,"Industrial production annual percent change",79.4
"Kyrgyzstan",2010,3,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,4,"Economic growth percent change in quarterly real GDP",11.38
"Kyrgyzstan",2010,4,"Industrial production annual percent change",57.2
"Kyrgyzstan",2010,4,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,5,"Economic growth percent change in quarterly real GDP",9.97
"Kyrgyzstan",2010,5,"Industrial production annual percent change",53.1
"Kyrgyzstan",2010,5,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,6,"Economic growth percent change in quarterly real GDP",6.27
"Kyrgyzstan",2010,6,"Industrial production annual percent change",42.3
"Kyrgyzstan",2010,6,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,7,"Economic growth percent change in quarterly real GDP",2.96
"Kyrgyzstan",2010,7,"Industrial production annual percent change",29.4
"Kyrgyzstan",2010,7,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,8,"Economic growth percent change in quarterly real GDP",1.13
"Kyrgyzstan",2010,8,"Industrial production annual percent change",21.1
"Kyrgyzstan",2010,8,"Unemployment rate percent",2.7
"Kyrgyzstan",2010,9,"Economic growth percent change in quarterly real GDP",-0.18
"Kyrgyzstan",2010,9,"Industrial production annual percent change",16.8
"Kyrgyzstan",2010,9,"Unemployment rate percent",2.7
"Kyrgyzstan",2010,10,"Economic growth percent change in quarterly real GDP",-0.57
"Kyrgyzstan",2010,10,"Industrial production annual percent change",14.6
"Kyrgyzstan",2010,10,"Unemployment rate percent",2.8
"Kyrgyzstan",2010,11,"Economic growth percent change in quarterly real GDP",-1.17
"Kyrgyzstan",2010,11,"Industrial production annual percent change",9.6
"Kyrgyzstan",2010,11,"Unemployment rate percent",2.7
"Kyrgyzstan",2010,12,"Economic growth percent change in quarterly real GDP",-0.47
"Kyrgyzstan",2010,12,"Industrial production annual percent change",9.8
"Kyrgyzstan",2010,12,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,1,"Economic growth percent change in quarterly real GDP",-0.9
"Kyrgyzstan",2011,1,"Industrial production annual percent change",-0.7
"Kyrgyzstan",2011,1,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,2,"Economic growth percent change in quarterly real GDP",1.3
"Kyrgyzstan",2011,2,"Industrial production annual percent change",2.8
"Kyrgyzstan",2011,2,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,3,"Economic growth percent change in quarterly real GDP",1
"Kyrgyzstan",2011,3,"Industrial production annual percent change",1.4
"Kyrgyzstan",2011,3,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,4,"Economic growth percent change in quarterly real GDP",3.3
"Kyrgyzstan",2011,4,"Industrial production annual percent change",7.3
"Kyrgyzstan",2011,4,"Unemployment rate percent",2.7
"Kyrgyzstan",2011,5,"Economic growth percent change in quarterly real GDP",4.1
"Kyrgyzstan",2011,5,"Industrial production annual percent change",10
"Kyrgyzstan",2011,5,"Unemployment rate percent",2.7
"Kyrgyzstan",2011,6,"Economic growth percent change in quarterly real GDP",5.7
"Kyrgyzstan",2011,6,"Industrial production annual percent change",14.9
"Kyrgyzstan",2011,6,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,7,"Economic growth percent change in quarterly real GDP",6.8
"Kyrgyzstan",2011,7,"Industrial production annual percent change",15.8
"Kyrgyzstan",2011,7,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,8,"Economic growth percent change in quarterly real GDP",7.9
"Kyrgyzstan",2011,8,"Industrial production annual percent change",19.5
"Kyrgyzstan",2011,8,"Unemployment rate percent",2.6
"Kyrgyzstan",2011,9,"Economic growth percent change in quarterly real GDP",9
"Kyrgyzstan",2011,9,"Industrial production annual percent change",25.5
"Kyrgyzstan",2011,9,"Unemployment rate percent",2.5
"Kyrgyzstan",2011,10,"Economic growth percent change in quarterly real GDP",9.6
"Kyrgyzstan",2011,10,"Industrial production annual percent change",27.6
"Kyrgyzstan",2011,10,"Unemployment rate percent",2.5
"Kyrgyzstan",2011,11,"Economic growth percent change in quarterly real GDP",9.3
"Kyrgyzstan",2011,11,"Industrial production annual percent change",24.3
"Kyrgyzstan",2011,11,"Unemployment rate percent",2.5
"Kyrgyzstan",2011,12,"Economic growth percent change in quarterly real GDP",6
"Kyrgyzstan",2011,12,"Industrial production annual percent change",11.9
"Kyrgyzstan",2011,12,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,1,"Economic growth percent change in quarterly real GDP",-11.3
"Kyrgyzstan",2012,1,"Industrial production annual percent change",-29.2
"Kyrgyzstan",2012,1,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,2,"Economic growth percent change in quarterly real GDP",-9.5
"Kyrgyzstan",2012,2,"Industrial production annual percent change",-30.5
"Kyrgyzstan",2012,2,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,3,"Economic growth percent change in quarterly real GDP",-6.3
"Kyrgyzstan",2012,3,"Industrial production annual percent change",-28
"Kyrgyzstan",2012,3,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,4,"Economic growth percent change in quarterly real GDP",-6
"Kyrgyzstan",2012,4,"Industrial production annual percent change",-29.9
"Kyrgyzstan",2012,4,"Unemployment rate percent",2.6
"Kyrgyzstan",2012,5,"Economic growth percent change in quarterly real GDP",-5.4
"Kyrgyzstan",2012,5,"Industrial production annual percent change",-30.4
"Kyrgyzstan",2012,5,"Unemployment rate percent",2.6
"Kyrgyzstan",2012,6,"Economic growth percent change in quarterly real GDP",-4.7
"Kyrgyzstan",2012,6,"Industrial production annual percent change",-30.9
"Kyrgyzstan",2012,6,"Unemployment rate percent",2.6
"Kyrgyzstan",2012,7,"Economic growth percent change in quarterly real GDP",-4.3
"Kyrgyzstan",2012,7,"Industrial production annual percent change",-30.2
"Kyrgyzstan",2012,7,"Unemployment rate percent",2.6
"Kyrgyzstan",2012,8,"Economic growth percent change in quarterly real GDP",-4.5
"Kyrgyzstan",2012,8,"Industrial production annual percent change",-31.5
"Kyrgyzstan",2012,8,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,9,"Economic growth percent change in quarterly real GDP",-4
"Kyrgyzstan",2012,9,"Industrial production annual percent change",-33
"Kyrgyzstan",2012,9,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,10,"Economic growth percent change in quarterly real GDP",-3.4
"Kyrgyzstan",2012,10,"Industrial production annual percent change",-30.9
"Kyrgyzstan",2012,10,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,11,"Economic growth percent change in quarterly real GDP",-1.7
"Kyrgyzstan",2012,11,"Industrial production annual percent change",-24.6
"Kyrgyzstan",2012,11,"Unemployment rate percent",2.5
"Kyrgyzstan",2012,12,"Economic growth percent change in quarterly real GDP",-0.1
"Kyrgyzstan",2012,12,"Industrial production annual percent change",-15.9
"Kyrgyzstan",2012,12,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,1,"Economic growth percent change in quarterly real GDP",9.8
"Kyrgyzstan",2013,1,"Industrial production annual percent change",11.2
"Kyrgyzstan",2013,1,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,2,"Economic growth percent change in quarterly real GDP",11.1
"Kyrgyzstan",2013,2,"Industrial production annual percent change",18
"Kyrgyzstan",2013,2,"Unemployment rate percent",2.5
"Kyrgyzstan",2013,3,"Economic growth percent change in quarterly real GDP",9.7
"Kyrgyzstan",2013,3,"Industrial production annual percent change",12.5
"Kyrgyzstan",2013,3,"Unemployment rate percent",2.5
"Kyrgyzstan",2013,4,"Economic growth percent change in quarterly real GDP",9.6
"Kyrgyzstan",2013,4,"Industrial production annual percent change",13.2
"Kyrgyzstan",2013,4,"Unemployment rate percent",2.5
"Kyrgyzstan",2013,5,"Economic growth percent change in quarterly real GDP",9.6
"Kyrgyzstan",2013,5,"Industrial production annual percent change",15.6
"Kyrgyzstan",2013,5,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,6,"Economic growth percent change in quarterly real GDP",8.8
"Kyrgyzstan",2013,6,"Industrial production annual percent change",13.8
"Kyrgyzstan",2013,6,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,7,"Economic growth percent change in quarterly real GDP",7.8
"Kyrgyzstan",2013,7,"Industrial production annual percent change",12.6
"Kyrgyzstan",2013,7,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,8,"Economic growth percent change in quarterly real GDP",7.7
"Kyrgyzstan",2013,8,"Industrial production annual percent change",12.6
"Kyrgyzstan",2013,8,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,9,"Economic growth percent change in quarterly real GDP",8.8
"Kyrgyzstan",2013,9,"Industrial production annual percent change",19.3
"Kyrgyzstan",2013,9,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,10,"Economic growth percent change in quarterly real GDP",10
"Kyrgyzstan",2013,10,"Industrial production annual percent change",24.9
"Kyrgyzstan",2013,10,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,11,"Economic growth percent change in quarterly real GDP",10.7
"Kyrgyzstan",2013,11,"Industrial production annual percent change",27
"Kyrgyzstan",2013,11,"Unemployment rate percent",2.4
"Kyrgyzstan",2013,12,"Economic growth percent change in quarterly real GDP",10.9
"Kyrgyzstan",2013,12,"Industrial production annual percent change",28.6
"Kyrgyzstan",2013,12,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,1,"Economic growth percent change in quarterly real GDP",10.4
"Kyrgyzstan",2014,1,"Industrial production annual percent change",17.5
"Kyrgyzstan",2014,1,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,2,"Economic growth percent change in quarterly real GDP",7.4
"Kyrgyzstan",2014,2,"Industrial production annual percent change",-2.8
"Kyrgyzstan",2014,2,"Unemployment rate percent",2.4
"Kyrgyzstan",2014,3,"Economic growth percent change in quarterly real GDP",7.2
"Kyrgyzstan",2014,3,"Industrial production annual percent change",10.7
"Kyrgyzstan",2014,3,"Unemployment rate percent",2.4
"Kyrgyzstan",2014,4,"Economic growth percent change in quarterly real GDP",6.6
"Kyrgyzstan",2014,4,"Industrial production annual percent change",10.1
"Kyrgyzstan",2014,4,"Unemployment rate percent",2.4
"Kyrgyzstan",2014,5,"Economic growth percent change in quarterly real GDP",5.6
"Kyrgyzstan",2014,5,"Industrial production annual percent change",-2.1
"Kyrgyzstan",2014,5,"Unemployment rate percent",2.5
"Kyrgyzstan",2014,6,"Economic growth percent change in quarterly real GDP",5.8
"Kyrgyzstan",2014,6,"Industrial production annual percent change",10.3
"Kyrgyzstan",2014,6,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,7,"Economic growth percent change in quarterly real GDP",6
"Kyrgyzstan",2014,7,"Industrial production annual percent change",15.6
"Kyrgyzstan",2014,7,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,8,"Economic growth percent change in quarterly real GDP",6.2
"Kyrgyzstan",2014,8,"Industrial production annual percent change",5.8
"Kyrgyzstan",2014,8,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,9,"Economic growth percent change in quarterly real GDP",5
"Kyrgyzstan",2014,9,"Industrial production annual percent change",-12.3
"Kyrgyzstan",2014,9,"Unemployment rate percent",2.3
"Kyrgyzstan",2014,10,"Economic growth percent change in quarterly real GDP",4.4
"Kyrgyzstan",2014,10,"Industrial production annual percent change",-10.4
"Kyrgyzstan",2014,10,"Unemployment rate percent",2.4
"Kyrgyzstan",2014,11,"Economic growth percent change in quarterly real GDP",4
"Kyrgyzstan",2014,11,"Industrial production annual percent change",-13.1
"Kyrgyzstan",2014,11,"Unemployment rate percent",2.4
"Kyrgyzstan",2014,12,"Economic growth percent change in quarterly real GDP",4
"Kyrgyzstan",2014,12,"Industrial production annual percent change",-7.6
"Kyrgyzstan",2014,12,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,1,"Economic growth percent change in quarterly real GDP",9.8
"Kyrgyzstan",2015,1,"Industrial production annual percent change",38.2
"Kyrgyzstan",2015,1,"Unemployment rate percent",2.4
"Kyrgyzstan",2015,2,"Economic growth percent change in quarterly real GDP",10.2
"Kyrgyzstan",2015,2,"Industrial production annual percent change",37.3
"Kyrgyzstan",2015,2,"Unemployment rate percent",2.4
"Kyrgyzstan",2015,3,"Economic growth percent change in quarterly real GDP",7.4
"Kyrgyzstan",2015,3,"Industrial production annual percent change",2
"Kyrgyzstan",2015,3,"Unemployment rate percent",2.4
"Kyrgyzstan",2015,4,"Economic growth percent change in quarterly real GDP",7.9
"Kyrgyzstan",2015,4,"Industrial production annual percent change",21.2
"Kyrgyzstan",2015,4,"Unemployment rate percent",2.4
"Kyrgyzstan",2015,5,"Economic growth percent change in quarterly real GDP",7.5
"Kyrgyzstan",2015,5,"Industrial production annual percent change",21.7
"Kyrgyzstan",2015,5,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,6,"Economic growth percent change in quarterly real GDP",7.2
"Kyrgyzstan",2015,6,"Industrial production annual percent change",20.6
"Kyrgyzstan",2015,6,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,7,"Economic growth percent change in quarterly real GDP",6.9
"Kyrgyzstan",2015,7,"Industrial production annual percent change",13.5
"Kyrgyzstan",2015,7,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,8,"Economic growth percent change in quarterly real GDP",6.8
"Kyrgyzstan",2015,8,"Industrial production annual percent change",15.6
"Kyrgyzstan",2015,8,"Unemployment rate percent",2.2
"Kyrgyzstan",2015,9,"Economic growth percent change in quarterly real GDP",6.6
"Kyrgyzstan",2015,9,"Industrial production annual percent change",-7.8
"Kyrgyzstan",2015,9,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,10,"Economic growth percent change in quarterly real GDP",5.5
"Kyrgyzstan",2015,10,"Industrial production annual percent change",-37.5
"Kyrgyzstan",2015,10,"Unemployment rate percent",2.3
"Kyrgyzstan",2015,11,"Economic growth percent change in quarterly real GDP",4.5
"Kyrgyzstan",2015,11,"Industrial production annual percent change",-36.4
"Kyrgyzstan",2015,11,"Unemployment rate percent",2.2
"Kyrgyzstan",2015,12,"Economic growth percent change in quarterly real GDP",3.9
"Kyrgyzstan",2015,12,"Industrial production annual percent change",-37.3
"Kyrgyzstan",2015,12,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,1,"Economic growth percent change in quarterly real GDP",-12.5
"Kyrgyzstan",2016,1,"Industrial production annual percent change",-40.2
"Kyrgyzstan",2016,1,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,2,"Economic growth percent change in quarterly real GDP",-8.5
"Kyrgyzstan",2016,2,"Industrial production annual percent change",-27.5
"Kyrgyzstan",2016,2,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,3,"Economic growth percent change in quarterly real GDP",-6.2
"Kyrgyzstan",2016,3,"Industrial production annual percent change",-6.1
"Kyrgyzstan",2016,3,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,4,"Economic growth percent change in quarterly real GDP",-5.2
"Kyrgyzstan",2016,4,"Industrial production annual percent change",-27
"Kyrgyzstan",2016,4,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,5,"Economic growth percent change in quarterly real GDP",-3.8
"Kyrgyzstan",2016,5,"Industrial production annual percent change",-12.5
"Kyrgyzstan",2016,5,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,6,"Economic growth percent change in quarterly real GDP",-1.7
"Kyrgyzstan",2016,6,"Industrial production annual percent change",7.9
"Kyrgyzstan",2016,6,"Unemployment rate percent",2.3
"Kyrgyzstan",2016,7,"Economic growth percent change in quarterly real GDP",-0.8
"Kyrgyzstan",2016,7,"Industrial production annual percent change",11.8
"Kyrgyzstan",2016,7,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,8,"Economic growth percent change in quarterly real GDP",1.1
"Kyrgyzstan",2016,8,"Industrial production annual percent change",49.5
"Kyrgyzstan",2016,8,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,9,"Economic growth percent change in quarterly real GDP",2.8
"Kyrgyzstan",2016,9,"Industrial production annual percent change",25.4
"Kyrgyzstan",2016,9,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,10,"Economic growth percent change in quarterly real GDP",3.4
"Kyrgyzstan",2016,10,"Industrial production annual percent change",40.2
"Kyrgyzstan",2016,10,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,11,"Economic growth percent change in quarterly real GDP",3.8
"Kyrgyzstan",2016,11,"Industrial production annual percent change",30.8
"Kyrgyzstan",2016,11,"Unemployment rate percent",2.2
"Kyrgyzstan",2016,12,"Economic growth percent change in quarterly real GDP",4.3
"Kyrgyzstan",2016,12,"Industrial production annual percent change",23.9
"Kyrgyzstan",2016,12,"Unemployment rate percent",2.2
"Kyrgyzstan",2017,1,"Economic growth percent change in quarterly real GDP",7
"Kyrgyzstan",2017,1,"Industrial production annual percent change",33.8
"Kyrgyzstan",2017,1,"Unemployment rate percent",2.2
"Kyrgyzstan",2017,2,"Economic growth percent change in quarterly real GDP",4.4
"Kyrgyzstan",2017,2,"Industrial production annual percent change",13.3
"Kyrgyzstan",2017,2,"Unemployment rate percent",2.3
"Kyrgyzstan",2017,3,"Economic growth percent change in quarterly real GDP",7.3
"Kyrgyzstan",2017,3,"Industrial production annual percent change",60
"Kyrgyzstan",2017,3,"Unemployment rate percent",2.3
"Kyrgyzstan",2017,4,"Economic growth percent change in quarterly real GDP",6.3
"Kyrgyzstan",2017,4,"Industrial production annual percent change",36.9
"Kyrgyzstan",2017,4,"Unemployment rate percent",2.4
"Kyrgyzstan",2017,5,"Economic growth percent change in quarterly real GDP",6.1
"Kyrgyzstan",2017,5,"Industrial production annual percent change",28.8
"Kyrgyzstan",2017,5,"Unemployment rate percent",2.4
"Kyrgyzstan",2017,6,"Economic growth percent change in quarterly real GDP",5.6
"Kyrgyzstan",2017,6,"Industrial production annual percent change",21.2
"Kyrgyzstan",2017,6,"Unemployment rate percent",2.4
"Kyrgyzstan",2017,7,"Economic growth percent change in quarterly real GDP",6.2
"Kyrgyzstan",2017,7,"Industrial production annual percent change",37.4
"Kyrgyzstan",2017,7,"Unemployment rate percent",2.4
"Kyrgyzstan",2017,8,"Economic growth percent change in quarterly real GDP",5.1
"Kyrgyzstan",2017,8,"Industrial production annual percent change",-2.8
"Kyrgyzstan",2017,8,"Unemployment rate percent",2.5
"Kyrgyzstan",2017,9,"Economic growth percent change in quarterly real GDP",4.3
"Kyrgyzstan",2017,9,"Industrial production annual percent change",-12.7
"Kyrgyzstan",2017,9,"Unemployment rate percent",2.5
"Kyrgyzstan",2017,10,"Economic growth percent change in quarterly real GDP",3.3
"Kyrgyzstan",2017,10,"Industrial production annual percent change",-24.2
"Kyrgyzstan",2017,10,"Unemployment rate percent",2.5
"Kyrgyzstan",2017,11,"Economic growth percent change in quarterly real GDP",3.7
"Kyrgyzstan",2017,11,"Industrial production annual percent change",3.7
"Kyrgyzstan",2017,11,"Unemployment rate percent",2.4
"Kyrgyzstan",2017,12,"Economic growth percent change in quarterly real GDP",4.6
"Kyrgyzstan",2017,12,"Industrial production annual percent change",2.3
"Kyrgyzstan",2017,12,"Unemployment rate percent",2.3
"Kyrgyzstan",2018,1,"Economic growth percent change in quarterly real GDP",2.3
"Kyrgyzstan",2018,1,"Industrial production annual percent change",4
"Kyrgyzstan",2018,1,"Unemployment rate percent",2.3
"Kyrgyzstan",2018,2,"Economic growth percent change in quarterly real GDP",2.7
"Kyrgyzstan",2018,2,"Industrial production annual percent change",8.8
"Kyrgyzstan",2018,2,"Unemployment rate percent",2.4
"Kyrgyzstan",2018,3,"Economic growth percent change in quarterly real GDP",1.3
"Kyrgyzstan",2018,3,"Industrial production annual percent change",-8.5
"Kyrgyzstan",2018,3,"Unemployment rate percent",2.4
"Kyrgyzstan",2018,4,"Economic growth percent change in quarterly real GDP",1.3
"Kyrgyzstan",2018,4,"Industrial production annual percent change",1.6
"Kyrgyzstan",2018,4,"Unemployment rate percent",2.5
"Kyrgyzstan",2018,5,"Economic growth percent change in quarterly real GDP",0.7
"Kyrgyzstan",2018,5,"Industrial production annual percent change",-10.7
"Kyrgyzstan",2018,5,"Unemployment rate percent",2.5
"Kyrgyzstan",2018,6,"Economic growth percent change in quarterly real GDP",0.1
"Kyrgyzstan",2018,6,"Industrial production annual percent change",-16.2
"Kyrgyzstan",2018,6,"Unemployment rate percent",2.6
"Kyrgyzstan",2018,7,"Economic growth percent change in quarterly real GDP",-0.2
"Kyrgyzstan",2018,7,"Industrial production annual percent change",-16.8
"Kyrgyzstan",2018,7,"Unemployment rate percent",2.6
"Kyrgyzstan",2018,8,"Economic growth percent change in quarterly real GDP",-0.3
"Kyrgyzstan",2018,8,"Industrial production annual percent change",-10.6
"Kyrgyzstan",2018,8,"Unemployment rate percent",2.7
"Kyrgyzstan",2018,9,"Economic growth percent change in quarterly real GDP",1.2
"Kyrgyzstan",2018,9,"Industrial production annual percent change",38.5
"Kyrgyzstan",2018,9,"Unemployment rate percent",2.7
"Kyrgyzstan",2018,10,"Economic growth percent change in quarterly real GDP",2
"Kyrgyzstan",2018,10,"Industrial production annual percent change",29.8
"Kyrgyzstan",2018,10,"Unemployment rate percent",2.8
"Kyrgyzstan",2018,11,"Economic growth percent change in quarterly real GDP",3.1
"Kyrgyzstan",2018,11,"Industrial production annual percent change",33.1
"Kyrgyzstan",2018,11,"Unemployment rate percent",2.8
"Kyrgyzstan",2018,12,"Economic growth percent change in quarterly real GDP",3.5
"Kyrgyzstan",2018,12,"Industrial production annual percent change",10
"Kyrgyzstan",2018,12,"Unemployment rate percent",2.8
"Kyrgyzstan",2019,1,"Economic growth percent change in quarterly real GDP",6.4
"Kyrgyzstan",2019,1,"Industrial production annual percent change",16.6
"Kyrgyzstan",2019,1,"Unemployment rate percent",2.9
"Kyrgyzstan",2019,2,"Economic growth percent change in quarterly real GDP",4.9
"Kyrgyzstan",2019,2,"Industrial production annual percent change",8
"Kyrgyzstan",2019,2,"Unemployment rate percent",3.1
"Kyrgyzstan",2019,3,"Economic growth percent change in quarterly real GDP",5.3
"Kyrgyzstan",2019,3,"Industrial production annual percent change",18
"Kyrgyzstan",2019,3,"Unemployment rate percent",3.1
"Kyrgyzstan",2019,4,"Economic growth percent change in quarterly real GDP",5.7
"Kyrgyzstan",2019,4,"Industrial production annual percent change",21.8
"Kyrgyzstan",2019,4,"Unemployment rate percent",3.2
"Kyrgyzstan",2019,5,"Economic growth percent change in quarterly real GDP",5.6
"Kyrgyzstan",2019,5,"Industrial production annual percent change",24.4
"Kyrgyzstan",2019,5,"Unemployment rate percent",3.2
"Kyrgyzstan",2019,6,"Economic growth percent change in quarterly real GDP",6.4
"Kyrgyzstan",2019,6,"Industrial production annual percent change",35
"Kyrgyzstan",2019,6,"Unemployment rate percent",3.3
"Kyrgyzstan",2019,7,"Economic growth percent change in quarterly real GDP",6.9
"Kyrgyzstan",2019,7,"Industrial production annual percent change",20.8
"Kyrgyzstan",2019,7,"Unemployment rate percent",3.3
"Kyrgyzstan",2019,8,"Economic growth percent change in quarterly real GDP",6.2
"Kyrgyzstan",2019,8,"Industrial production annual percent change",-0.6
"Kyrgyzstan",2019,8,"Unemployment rate percent",3.3
"Kyrgyzstan",2019,9,"Economic growth percent change in quarterly real GDP",6.1
"Kyrgyzstan",2019,9,"Industrial production annual percent change",14.6
"Kyrgyzstan",2019,9,"Unemployment rate percent",3.3
"Kyrgyzstan",2019,10,"Economic growth percent change in quarterly real GDP",5.7
"Kyrgyzstan",2019,10,"Industrial production annual percent change",-5
"Kyrgyzstan",2019,10,"Unemployment rate percent",3.3
"Kyrgyzstan",2019,11,"Economic growth percent change in quarterly real GDP",4.9
"Kyrgyzstan",2019,11,"Industrial production annual percent change",-18.3
"Kyrgyzstan",2019,11,"Unemployment rate percent",3.2
"Kyrgyzstan",2019,12,"Economic growth percent change in quarterly real GDP",4.5
"Kyrgyzstan",2019,12,"Industrial production annual percent change",-13.4
"Kyrgyzstan",2019,12,"Unemployment rate percent",3
"Kyrgyzstan",2020,1,"Economic growth percent change in quarterly real GDP",1.8
"Kyrgyzstan",2020,1,"Industrial production annual percent change",0.8
"Kyrgyzstan",2020,1,"Unemployment rate percent",3
"Kyrgyzstan",2020,2,"Economic growth percent change in quarterly real GDP",4.3
"Kyrgyzstan",2020,2,"Industrial production annual percent change",19.2
"Kyrgyzstan",2020,2,"Unemployment rate percent",3
"Kyrgyzstan",2020,3,"Economic growth percent change in quarterly real GDP",1.5
"Kyrgyzstan",2020,3,"Industrial production annual percent change",-15.3
"Kyrgyzstan",2020,3,"Unemployment rate percent",3.1
"Kyrgyzstan",2020,4,"Economic growth percent change in quarterly real GDP",-3.8
"Kyrgyzstan",2020,4,"Industrial production annual percent change",-21.5
"Kyrgyzstan",2020,4,"Unemployment rate percent",3.1
"Kyrgyzstan",2020,5,"Economic growth percent change in quarterly real GDP",-4.8
